word,emotion,emotion-intensity-score
bitch,disgust,0.648
ugly,disgust,0.648
mutiny,surprise,0.648
immoral,disgust,0.648
detestation,disgust,0.648
growls,anger,0.649
fortunes,happy,0.652
bang,fear,0.652
relaxing,happy,0.652
praises,happy,0.652
animosity,anger,0.652
spank,anger,0.652
insurrection,anger,0.652
insulting,anger,0.652
clashing,anger,0.652
offended,anger,0.652
growl,anger,0.652
slave,anger,0.652
reprisal,anger,0.652
satisfaction,happy,0.652
cowardice,sad,0.652
regretted,sad,0.652
beating,sad,0.652
denounce,anger,0.652
cranky,anger,0.653
flog,fear,0.653
carcass,sad,0.653
projectile,fear,0.654
romanticism,happy,0.656
demonic,sad,0.656
dreary,sad,0.656
counsel,happy,0.656
treason,fear,0.656
encroachment,fear,0.656
shitless,fear,0.656
xenophobia,fear,0.656
neurosis,fear,0.656
despotic,fear,0.656
debauchery,fear,0.656
radioactive,fear,0.656
cruel,fear,0.656
tumult,fear,0.656
blizzard,fear,0.656
selfharm,fear,0.656
insane,fear,0.656
fearfully,fear,0.656
nefarious,fear,0.656
gore,anger,0.656
expel,anger,0.656
malignant,anger,0.656
destruction,anger,0.656
aggressor,anger,0.656
incense,anger,0.656
grudge,anger,0.656
antichrist,anger,0.656
tear,sad,0.656
shitty,sad,0.656
bleak,sad,0.656
ruin,sad,0.656
ailing,sad,0.656
excellent,happy,0.656
gentleman,happy,0.656
strength,happy,0.656
supports,happy,0.656
defended,happy,0.656
corruption,disgust,0.656
poisonous,disgust,0.656
horror,disgust,0.656
goo,disgust,0.656
prejudiced,disgust,0.656
poison,disgust,0.656
besties,happy,0.656
mange,disgust,0.656
horrible,disgust,0.656
bacteria,disgust,0.656
death,disgust,0.656
abortion,disgust,0.656
latrines,disgust,0.656
nefarious,disgust,0.656
victimized,disgust,0.656
trash,disgust,0.656
lamenting,sad,0.656
peril,sad,0.656
lonely,sad,0.656
jail,sad,0.656
mangle,sad,0.656
oppression,disgust,0.656
hate,sad,0.656
polio,sad,0.656
blighted,sad,0.656
alarming,fear,0.656
ruthless,fear,0.656
casket,sad,0.656
traitor,fear,0.656
smash,fear,0.656
steadfast,happy,0.656
proficiency,happy,0.656
bloodshed,surprise,0.656
sneak,surprise,0.656
unspeakable,surprise,0.656
revolt,surprise,0.656
incendiary,surprise,0.656
satisfy,happy,0.656
glow,happy,0.656
happynewyear,happy,0.656
encouraged,happy,0.656
innerpeace,happy,0.656
christmaseve,happy,0.656
humor,happy,0.656
oppressive,fear,0.656
spider,fear,0.656
punishment,fear,0.656
revenge,fear,0.656
warranty,happy,0.656
facts,happy,0.656
battlefield,fear,0.656
constancy,happy,0.656
coma,fear,0.656
emetophobia,fear,0.656
dictator,fear,0.656
structure,happy,0.656
familiar,happy,0.656
elder,happy,0.656
distress,fear,0.656
malicious,fear,0.656
crazed,fear,0.656
weep,sad,0.656
armament,fear,0.656
bully,fear,0.656
purgatory,fear,0.656
endangered,fear,0.656
typhoon,fear,0.656
stroke,fear,0.656
steal,sad,0.656
lunatic,fear,0.656
scientific,happy,0.656
cruelly,fear,0.658
harass,anger,0.659
disembodied,sad,0.66
scares,fear,0.66
prosperous,happy,0.66
yell,anger,0.661
ambush,anger,0.661
punished,anger,0.662
cuddles,happy,0.662
volcano,fear,0.663
dire,surprise,0.664
topple,surprise,0.664
freakish,surprise,0.664
revolution,surprise,0.664
volcano,surprise,0.664
affirmatively,happy,0.664
specialist,happy,0.664
guidebook,happy,0.664
oppress,sad,0.664
supporting,happy,0.664
discrimination,disgust,0.664
heretic,disgust,0.664
swine,disgust,0.664
nauseous,disgust,0.664
deadly,disgust,0.664
abominable,disgust,0.664
masochism,disgust,0.664
devil,disgust,0.664
advocate,happy,0.664
team,happy,0.664
authority,happy,0.664
deformity,disgust,0.664
reliance,happy,0.664
merit,happy,0.664
expert,happy,0.664
communicate,happy,0.664
spiritual,happy,0.664
ambassador,happy,0.664
accountability,happy,0.664
impeccable,happy,0.664
proficient,happy,0.664
attestation,happy,0.664
fulfillment,happy,0.664
pandemic,fear,0.664
accept,happy,0.664
disciple,happy,0.664
cutthroat,fear,0.664
disease,sad,0.665
fulfilled,happy,0.667
victor,happy,0.667
desolation,fear,0.667
hateeveryone,anger,0.667
bountiful,happy,0.667
hit,anger,0.667
fight,anger,0.667
enemy,anger,0.667
boisterous,happy,0.667
kick,anger,0.667
poisoned,sad,0.667
eruption,anger,0.667
shout,anger,0.667
odious,anger,0.667
shooting,anger,0.667
irritable,anger,0.667
executioner,sad,0.667
combat,anger,0.667
battered,fear,0.667
ferocious,fear,0.667
cutthroat,anger,0.667
aggressive,anger,0.667
barren,sad,0.67
cess,disgust,0.67
maniac,anger,0.67
malevolent,sad,0.672
fury,fear,0.672
fangs,fear,0.672
shatter,fear,0.672
gang,fear,0.672
tarantula,fear,0.672
hurting,fear,0.672
mangle,fear,0.672
stab,fear,0.672
greasy,disgust,0.672
abuse,fear,0.672
atrocity,fear,0.672
thug,fear,0.672
abhorrent,fear,0.672
sinister,fear,0.672
combatant,fear,0.672
victim,fear,0.672
belittle,sad,0.672
deprivation,sad,0.672
persecute,fear,0.672
wretch,sad,0.672
loathing,disgust,0.672
obscene,disgust,0.672
ghost,fear,0.672
dungeon,fear,0.672
menace,fear,0.672
injury,fear,0.672
menacing,fear,0.672
militants,fear,0.672
felon,fear,0.672
crushing,fear,0.672
inhuman,disgust,0.672
soscared,fear,0.672
perishing,fear,0.672
carcass,fear,0.672
trembling,fear,0.672
eruption,fear,0.672
scarier,fear,0.672
hideous,disgust,0.672
loathful,disgust,0.672
dictatorship,disgust,0.672
viper,fear,0.672
evil,sad,0.672
abortive,sad,0.672
wail,sad,0.672
shot,anger,0.672
crushed,anger,0.672
corrupting,anger,0.672
harmful,anger,0.672
cruelly,anger,0.672
awful,fear,0.672
freakedout,fear,0.672
revolver,fear,0.672
shoot,anger,0.672
vermin,fear,0.672
outbreak,fear,0.672
militia,fear,0.672
frankenstorm,fear,0.672
coffin,sad,0.672
poison,sad,0.672
missingyou,sad,0.672
obituary,sad,0.672
gory,sad,0.672
nervouswreck,fear,0.672
disparage,sad,0.672
shove,anger,0.672
condemnation,anger,0.672
decomposed,sad,0.672
feelingdown,sad,0.672
outcast,sad,0.672
wretched,sad,0.672
punished,sad,0.672
imprisonment,sad,0.672
disabled,sad,0.672
frightful,sad,0.672
egregious,anger,0.672
woefully,sad,0.672
dastardly,anger,0.672
expletive,anger,0.672
wreak,anger,0.672
contempt,anger,0.672
crime,anger,0.672
poisonous,anger,0.672
nasty,anger,0.672
aggravation,anger,0.672
despairing,sad,0.672
grim,fear,0.672
dilapidated,disgust,0.672
weeeee,happy,0.672
believes,happy,0.672
intelligent,happy,0.672
safe,happy,0.672
unwavering,happy,0.672
accepted,happy,0.672
encyclopedia,happy,0.672
cohesive,happy,0.672
faultless,happy,0.672
sanctify,happy,0.672
hilarious,happy,0.672
bday,happy,0.672
contentment,happy,0.672
enliven,happy,0.672
accomplished,happy,0.672
relaxation,happy,0.672
giggles,happy,0.672
grin,happy,0.672
dearest,happy,0.672
benevolence,happy,0.672
accredited,happy,0.672
healing,happy,0.672
accidental,surprise,0.672
exciting,surprise,0.672
exhilaration,surprise,0.672
accidentally,surprise,0.672
terrorist,surprise,0.672
striking,surprise,0.672
captivate,surprise,0.672
inexplicable,surprise,0.672
covenant,happy,0.672
bleeding,sad,0.673
spook,fear,0.673
profanity,anger,0.673
madness,fear,0.675
dictatorship,anger,0.676
irritates,anger,0.676
positively,happy,0.676
grandfather,happy,0.68
professional,happy,0.68
strongest,happy,0.68
confidential,happy,0.68
confide,happy,0.68
confirmed,happy,0.68
expertise,happy,0.68
familiarity,happy,0.68
agitation,anger,0.68
aggressively,anger,0.68
indivisible,happy,0.68
approve,happy,0.68
thrill,surprise,0.68
monstrous,surprise,0.68
recklessness,surprise,0.68
goodness,happy,0.68
slap,surprise,0.68
clamor,surprise,0.68
diplomatic,happy,0.68
freakish,disgust,0.68
agreeing,happy,0.68
leader,happy,0.68
humble,happy,0.68
diligence,happy,0.68
bestial,disgust,0.68
soulless,disgust,0.68
abominate,disgust,0.68
germ,disgust,0.68
deformed,disgust,0.68
antichrist,disgust,0.68
abhorrent,disgust,0.68
cholera,disgust,0.68
sickness,disgust,0.68
hell,disgust,0.68
grimy,disgust,0.68
detest,disgust,0.68
hatred,disgust,0.68
advocacy,happy,0.68
acceptance,happy,0.68
protector,happy,0.68
official,happy,0.68
elders,happy,0.68
affirm,happy,0.68
pollution,disgust,0.68
devastate,anger,0.682
tantrum,anger,0.682
exaltation,happy,0.682
kidnap,sad,0.682
eradicate,anger,0.682
memoriesiwontforget,happy,0.682
goodhealth,happy,0.682
bestfriends,happy,0.682
smiled,happy,0.682
appreciated,happy,0.682
brightens,happy,0.682
precious,happy,0.682
luscious,happy,0.682
choke,sad,0.682
scoundrel,anger,0.682
coffin,fear,0.684
eradication,anger,0.685
hardship,sad,0.685
alienation,sad,0.685
dismissal,sad,0.686
gallows,fear,0.686
volatility,anger,0.687
holidayseason,happy,0.688
greatfriends,happy,0.688
metime,happy,0.688
illness,sad,0.688
honored,happy,0.688
justifiable,happy,0.688
solidity,happy,0.688
heartworm,disgust,0.688
godsend,happy,0.688
favorite,happy,0.688
thankyoujesus,happy,0.688
understanding,happy,0.688
pledge,happy,0.688
believed,happy,0.688
authenticity,happy,0.688
monogamy,happy,0.688
perfection,happy,0.688
humanity,happy,0.688
adviser,happy,0.688
secure,happy,0.688
valor,happy,0.688
competent,happy,0.688
esteem,happy,0.688
exquisite,happy,0.688
rabid,disgust,0.688
smut,disgust,0.688
travesty,sad,0.688
depraved,sad,0.688
widower,sad,0.688
hospice,sad,0.688
imprisoned,sad,0.688
neglected,sad,0.688
sob,sad,0.688
shooting,sad,0.688
dementia,sad,0.688
entertaining,happy,0.688
hopeless,sad,0.688
stab,sad,0.688
hurtful,sad,0.688
foreveralone,sad,0.688
treason,disgust,0.688
teary,sad,0.688
regretting,sad,0.688
pathetic,sad,0.688
terminal,sad,0.688
loss,sad,0.688
infidelity,sad,0.688
epidemic,sad,0.688
hurt,sad,0.688
nohope,sad,0.688
deserted,sad,0.688
banished,sad,0.688
disease,disgust,0.688
contaminated,disgust,0.688
ooze,disgust,0.688
insanity,sad,0.688
guidance,happy,0.688
anarchism,fear,0.688
wounding,fear,0.688
domination,anger,0.688
disturbance,surprise,0.688
infanticide,anger,0.688
temper,anger,0.688
bully,anger,0.688
peeved,anger,0.688
mad,anger,0.688
agoraphobia,fear,0.688
hurt,fear,0.688
contagion,fear,0.688
disease,fear,0.688
shrapnel,fear,0.688
trepidation,fear,0.688
ambush,fear,0.688
blast,fear,0.688
lunatic,anger,0.688
carnage,surprise,0.688
spectacular,surprise,0.688
incredible,surprise,0.688
endanger,fear,0.688
alarm,fear,0.688
curse,anger,0.688
paranoid,fear,0.688
leukemia,fear,0.688
brawl,fear,0.688
cadaver,fear,0.688
makesmemad,anger,0.688
imprisonment,anger,0.688
gory,fear,0.688
banish,fear,0.688
beastly,fear,0.688
socialanxiety,fear,0.688
radiation,fear,0.688
oppression,fear,0.688
disparage,anger,0.688
terrible,anger,0.688
hopeless,fear,0.688
rabid,fear,0.688
cyclone,fear,0.688
hostile,fear,0.688
guerilla,fear,0.688
poverty,sad,0.69
contemptuous,anger,0.69
lynch,anger,0.69
mayhem,fear,0.69
assailant,anger,0.691
resentment,anger,0.691
praisejesus,happy,0.691
insidious,anger,0.691
birthday,happy,0.691
displaced,sad,0.691
disgruntled,anger,0.693
newbeginnings,happy,0.693
yell,surprise,0.695
humanitarian,happy,0.695
accountable,happy,0.695
pact,happy,0.695
morals,happy,0.695
courage,happy,0.695
bodyguard,happy,0.695
allied,happy,0.695
agreeable,happy,0.695
scientist,happy,0.695
approving,happy,0.695
united,happy,0.695
skillful,happy,0.695
certified,happy,0.695
compassionate,happy,0.695
strike,surprise,0.695
indestructible,happy,0.695
guardian,happy,0.695
wretch,disgust,0.695
volatility,surprise,0.695
stab,surprise,0.695
excite,surprise,0.695
urgent,surprise,0.695
unprecedented,surprise,0.695
abuse,disgust,0.695
intestinal,disgust,0.695
scum,disgust,0.695
hate,disgust,0.695
dumfounder,surprise,0.695
vanished,sad,0.695
wart,disgust,0.695
contagious,disgust,0.695
suicidal,disgust,0.695
waste,disgust,0.695
hellish,disgust,0.695
obesity,disgust,0.695
measles,disgust,0.696
battle,anger,0.697
venom,anger,0.697
snarling,anger,0.697
poison,anger,0.697
excite,happy,0.697
accursed,sad,0.697
banish,sad,0.697
widow,sad,0.697
ruined,sad,0.697
offender,fear,0.698
ruinous,sad,0.698
abduction,fear,0.7
crocodile,fear,0.7
forcibly,fear,0.7
armed,anger,0.7
entertained,happy,0.7
hell,sad,0.7
lifesucks,sad,0.7
yaay,happy,0.7
aggression,anger,0.702
assailant,fear,0.703
wrecked,fear,0.703
hysterical,fear,0.703
terminal,fear,0.703
diabolical,fear,0.703
schizophrenia,fear,0.703
fuckyeah,happy,0.703
cuddled,happy,0.703
truelove,happy,0.703
gooood,happy,0.703
goodnews,happy,0.703
amazingly,happy,0.703
satisfying,happy,0.703
goodlife,happy,0.703
lovelife,happy,0.703
sweetest,happy,0.703
appreciates,happy,0.703
fugitive,fear,0.703
admiration,happy,0.703
cobra,fear,0.703
anguish,fear,0.703
despotism,disgust,0.703
constipation,disgust,0.703
porn,disgust,0.703
vulgarity,disgust,0.703
disgusting,disgust,0.703
nauseate,disgust,0.703
depraved,disgust,0.703
grime,disgust,0.703
noxious,disgust,0.703
slut,disgust,0.703
grope,disgust,0.703
freaked,fear,0.703
secretion,disgust,0.703
hateful,disgust,0.703
poisoning,disgust,0.703
slimy,disgust,0.703
harrowing,fear,0.703
cripple,fear,0.703
prey,fear,0.703
hatred,fear,0.703
upheaval,fear,0.703
psychosis,fear,0.703
carcinoma,fear,0.703
vendetta,fear,0.703
aggressive,fear,0.703
nasty,disgust,0.703
witchcraft,fear,0.703
assassin,anger,0.703
infectious,fear,0.703
humiliate,sad,0.703
disfigured,sad,0.703
incurable,sad,0.703
punishing,sad,0.703
meltdown,sad,0.703
tearful,sad,0.703
abandon,sad,0.703
strangle,sad,0.703
suffocating,sad,0.703
decomposition,sad,0.703
inhuman,sad,0.703
crushed,sad,0.703
deformed,sad,0.703
agonizing,fear,0.703
isolation,sad,0.703
hearse,sad,0.703
victim,sad,0.703
deformity,sad,0.703
oppressor,sad,0.703
buried,sad,0.703
surge,surprise,0.703
slaughterhouse,sad,0.703
extinct,sad,0.703
assurance,happy,0.703
reverence,happy,0.703
proof,happy,0.703
mentor,happy,0.703
innocent,happy,0.703
friendliness,happy,0.703
reliable,happy,0.703
nurture,happy,0.703
prepared,happy,0.703
protected,happy,0.703
mother,happy,0.703
admire,happy,0.703
morality,happy,0.703
armed,fear,0.703
devastation,surprise,0.703
obit,sad,0.703
isolate,sad,0.703
intruder,surprise,0.703
carcinoma,sad,0.703
suspense,surprise,0.703
malevolent,fear,0.703
sabotage,fear,0.703
burial,fear,0.703
sos,fear,0.703
arsenic,fear,0.703
gash,fear,0.703
grisly,fear,0.703
neurotic,fear,0.703
dreaded,fear,0.703
deranged,fear,0.703
collapse,fear,0.703
plague,fear,0.703
abrupt,surprise,0.703
avalanche,fear,0.703
persecution,anger,0.703
slayer,anger,0.703
kidnap,anger,0.703
dicks,anger,0.703
unforeseen,surprise,0.703
slam,surprise,0.703
aggravated,anger,0.703
intimidation,anger,0.703
scolding,anger,0.703
guardianship,happy,0.703
grievous,sad,0.704
horrid,fear,0.705
frantic,fear,0.705
irritated,anger,0.706
deranged,anger,0.706
atrocious,anger,0.706
chuckle,happy,0.706
rave,happy,0.706
yaaay,happy,0.706
soblessed,happy,0.706
rupture,fear,0.706
evil,anger,0.706
panicking,fear,0.708
grim,sad,0.708
calamity,sad,0.709
torn,sad,0.71
avalanche,surprise,0.711
straightforward,happy,0.711
guarantee,happy,0.711
creditable,happy,0.711
consistency,happy,0.711
determination,happy,0.711
cooperation,happy,0.711
cooperating,happy,0.711
dedication,happy,0.711
allegiance,happy,0.711
gasp,surprise,0.711
uncontrollable,surprise,0.711
stun,surprise,0.711
unexpected,surprise,0.711
electrify,surprise,0.711
justice,happy,0.711
shot,surprise,0.711
tyrant,disgust,0.711
violent,disgust,0.711
pollute,disgust,0.711
nausea,disgust,0.711
gag,disgust,0.711
mortification,disgust,0.711
wretched,disgust,0.711
poisoned,disgust,0.711
holiday,happy,0.712
luxury,happy,0.712
merrychristmas,happy,0.712
treasures,happy,0.712
luckiest,happy,0.712
rejected,sad,0.712
sickly,sad,0.712
disgruntled,sad,0.712
violence,sad,0.712
hurting,anger,0.712
magic,happy,0.712
bestfeeling,happy,0.712
soscary,fear,0.712
holocaust,anger,0.712
blasphemous,anger,0.712
battled,anger,0.712
dumbasses,anger,0.712
fatal,anger,0.712
virulence,anger,0.712
dontlikeyou,anger,0.712
yay,happy,0.712
crucifixion,anger,0.712
denunciation,anger,0.713
punch,anger,0.713
criminal,anger,0.714
mangle,anger,0.714
mutilation,anger,0.714
anarchism,anger,0.714
bloodshed,disgust,0.714
infestation,fear,0.716
standoff,fear,0.716
frantically,fear,0.717
carnage,fear,0.717
demise,sad,0.717
shock,fear,0.719
seizure,fear,0.719
entrails,disgust,0.719
excruciating,fear,0.719
crime,fear,0.719
devastating,fear,0.719
emergency,fear,0.719
phobia,fear,0.719
casualty,fear,0.719
starvation,fear,0.719
fight,fear,0.719
injured,fear,0.719
scream,fear,0.719
desperation,fear,0.719
miscarriage,fear,0.719
harm,fear,0.719
havoc,fear,0.719
struggle,fear,0.719
muck,disgust,0.719
mortification,fear,0.719
rupture,surprise,0.719
unanticipated,surprise,0.719
awe,surprise,0.719
vermin,anger,0.719
aggravates,anger,0.719
madden,anger,0.719
tumult,anger,0.719
brutal,anger,0.719
slay,anger,0.719
treachery,anger,0.719
horseshit,anger,0.719
scorching,anger,0.719
bastarding,anger,0.719
manslaughter,surprise,0.719
spiteful,anger,0.719
devil,anger,0.719
arseholes,anger,0.719
choke,anger,0.719
disdain,anger,0.719
amazedness,surprise,0.719
scream,surprise,0.719
shriek,surprise,0.719
sabotage,surprise,0.719
breathless,surprise,0.719
bewildered,surprise,0.719
scream,anger,0.719
authenticate,happy,0.719
lynch,fear,0.719
missing,sad,0.719
disheartening,sad,0.719
barbaric,disgust,0.719
emaciated,sad,0.719
horror,sad,0.719
lover,happy,0.719
atrophy,sad,0.719
violently,sad,0.719
woe,sad,0.719
leprosy,sad,0.719
heartless,sad,0.719
cripple,sad,0.719
intelligence,happy,0.719
pain,sad,0.719
malicious,sad,0.719
thriving,happy,0.719
xmas,happy,0.719
utopian,happy,0.719
gross,disgust,0.719
vulgar,disgust,0.719
deterioration,disgust,0.719
pungent,disgust,0.719
lewd,disgust,0.719
vicious,disgust,0.719
cried,sad,0.719
forsaken,sad,0.719
danger,sad,0.719
paralysis,sad,0.719
contagion,disgust,0.719
bowels,disgust,0.719
virtue,happy,0.719
ashamed,sad,0.719
kindred,happy,0.719
autopsy,disgust,0.719
disgust,disgust,0.719
garbage,disgust,0.719
disfigured,disgust,0.719
amusement,happy,0.719
praising,happy,0.719
heartfelt,happy,0.719
congratulatory,happy,0.719
disastrous,anger,0.72
contagious,fear,0.72
godisgreat,happy,0.721
disaster,anger,0.721
malevolent,anger,0.721
strike,anger,0.721
heaven,happy,0.721
holidays,happy,0.721
lucky,happy,0.721
thrill,happy,0.721
fraught,sad,0.722
shooter,fear,0.722
optimistic,happy,0.723
pleased,happy,0.725
radiance,happy,0.725
ruin,fear,0.725
equality,happy,0.727
sabotage,anger,0.727
alliance,happy,0.727
agreement,happy,0.727
partners,happy,0.727
credential,happy,0.727
believing,happy,0.727
confidentially,happy,0.727
fact,happy,0.727
cheery,happy,0.727
hurrah,happy,0.727
castrate,anger,0.727
merry,happy,0.727
win,happy,0.727
christmasbreak,happy,0.727
atpeace,happy,0.727
alligator,fear,0.727
sudden,surprise,0.727
moonstruck,surprise,0.727
vanished,surprise,0.727
outcry,surprise,0.727
riotous,surprise,0.727
mutiny,anger,0.727
shitday,anger,0.727
thankful,happy,0.727
excellence,happy,0.727
santa,happy,0.727
alienated,sad,0.727
grave,sad,0.727
emptiness,sad,0.727
unfortunately,sad,0.727
adultery,disgust,0.727
grisly,disgust,0.727
dirty,disgust,0.727
repulsion,disgust,0.727
enema,disgust,0.727
diabolical,disgust,0.727
bacterium,disgust,0.727
dysentery,disgust,0.727
morbidity,disgust,0.727
contamination,disgust,0.727
breathtaking,happy,0.728
combat,fear,0.728
warlike,anger,0.728
yessss,happy,0.728
altercation,anger,0.729
glowing,happy,0.729
listless,sad,0.729
sing,happy,0.729
turmoil,fear,0.733
glorification,happy,0.733
shot,fear,0.734
gun,fear,0.734
flog,anger,0.734
malignant,fear,0.734
morgue,sad,0.734
devilish,fear,0.734
homeless,sad,0.734
tornado,fear,0.734
misery,fear,0.734
tyrannical,fear,0.734
lonesome,sad,0.734
betrayal,sad,0.734
destroying,sad,0.734
orphan,sad,0.734
depraved,fear,0.734
hyperventilate,fear,0.734
miserably,sad,0.734
scared,fear,0.734
shoot,fear,0.734
earthquake,sad,0.734
cursed,fear,0.734
horrid,sad,0.734
assassin,sad,0.734
frantic,surprise,0.734
frenetic,surprise,0.734
stupefaction,surprise,0.734
mutiny,fear,0.734
dictatorship,fear,0.734
crash,fear,0.734
hostage,fear,0.734
paralysis,fear,0.734
victimized,fear,0.734
threaten,fear,0.734
unification,happy,0.734
confirmation,happy,0.734
protecting,happy,0.734
reassurance,happy,0.734
supporter,happy,0.734
respectful,happy,0.734
trustee,happy,0.734
horrible,fear,0.734
missile,fear,0.734
gore,fear,0.734
mafia,fear,0.734
bomber,fear,0.734
melee,fear,0.734
warfare,sad,0.734
diseased,fear,0.734
vehement,anger,0.734
battered,sad,0.734
vivacious,happy,0.734
luxurious,happy,0.734
enchant,happy,0.734
slaughter,sad,0.734
disgraced,sad,0.734
beast,fear,0.734
disastrous,sad,0.734
terrorism,disgust,0.734
cancer,disgust,0.734
foul,disgust,0.734
sicken,disgust,0.734
argue,anger,0.734
atrocity,disgust,0.734
crucifixion,disgust,0.734
despicable,disgust,0.734
obese,disgust,0.734
degeneracy,disgust,0.734
behappy,happy,0.734
excitement,surprise,0.734
goodday,happy,0.734
riotous,anger,0.734
persecute,anger,0.734
deplore,anger,0.734
tgif,happy,0.734
revolt,anger,0.734
warfare,anger,0.734
feelinggood,happy,0.734
greatnight,happy,0.734
fedup,anger,0.734
crash,surprise,0.734
thrash,anger,0.734
crushing,anger,0.735
damn,anger,0.735
menacing,anger,0.735
demon,anger,0.735
prosperity,happy,0.735
catastrophe,anger,0.735
feelgood,happy,0.736
exterminate,sad,0.736
hellish,sad,0.738
revenge,anger,0.738
abominable,fear,0.738
cannibal,fear,0.74
bombard,fear,0.74
bastards,anger,0.741
fuckedoff,anger,0.742
erupt,anger,0.742
violence,anger,0.742
horrible,anger,0.742
wholesome,happy,0.742
faith,happy,0.742
proven,happy,0.742
accepting,happy,0.742
malignancy,fear,0.742
molestation,anger,0.742
respects,happy,0.742
flinch,surprise,0.742
magical,happy,0.742
goodvibes,happy,0.742
selflove,happy,0.742
triumph,happy,0.742
rewarding,happy,0.742
septic,disgust,0.742
demonic,disgust,0.742
amaze,surprise,0.742
abomination,disgust,0.742
abhorrence,disgust,0.742
bile,disgust,0.742
mucus,disgust,0.742
deranged,disgust,0.742
soiled,disgust,0.742
sickening,disgust,0.742
stinking,disgust,0.742
demon,disgust,0.742
threat,anger,0.742
exile,sad,0.742
positiveenergy,happy,0.742
screaming,anger,0.742
abysmal,sad,0.742
jubilee,happy,0.742
horror,surprise,0.742
blitz,surprise,0.742
enthusiasm,happy,0.742
bewilder,surprise,0.742
petrify,surprise,0.742
slaughter,surprise,0.742
wreck,surprise,0.742
molestation,sad,0.744
unfairness,sad,0.745
frolic,happy,0.748
treacherous,fear,0.75
guilt,sad,0.75
depressive,sad,0.75
terrorist,sad,0.75
defeated,sad,0.75
sinister,disgust,0.75
tyranny,fear,0.75
wrenching,fear,0.75
obliteration,fear,0.75
dangerous,fear,0.75
agony,fear,0.75
accident,fear,0.75
hazard,fear,0.75
slavery,fear,0.75
anaconda,fear,0.75
fears,fear,0.75
imprisonment,fear,0.75
strangle,fear,0.75
hurricanes,fear,0.75
mortuary,fear,0.75
riotous,fear,0.75
cholera,fear,0.75
anarchy,fear,0.75
tragedies,fear,0.75
dreadful,fear,0.75
projectiles,fear,0.75
anarchist,fear,0.75
panic,fear,0.75
ptsd,fear,0.75
destroyer,fear,0.75
decomposition,disgust,0.75
growling,anger,0.75
stfu,anger,0.75
loyal,happy,0.75
competence,happy,0.75
companion,happy,0.75
ally,happy,0.75
advised,happy,0.75
safeguard,happy,0.75
authentic,happy,0.75
genuine,happy,0.75
friend,happy,0.75
stable,happy,0.75
friendships,happy,0.75
unimaginable,surprise,0.75
deplorable,sad,0.75
accident,surprise,0.75
outrageous,surprise,0.75
cry,sad,0.75
laughs,happy,0.75
pleasing,happy,0.75
gratify,happy,0.75
happyholidays,happy,0.75
tistheseason,happy,0.75
leeches,disgust,0.75
corrupting,disgust,0.75
erratic,surprise,0.75
painful,sad,0.75
damnation,sad,0.75
corpse,sad,0.75
crazed,anger,0.75
victimized,sad,0.75
dontmesswithme,anger,0.75
profane,anger,0.75
aggravating,anger,0.75
douchebags,anger,0.75
hemorrhage,sad,0.75
sickening,sad,0.75
obliteration,sad,0.75
sorrowful,sad,0.75
unhappy,sad,0.75
incest,sad,0.75
abduction,sad,0.75
vulgarity,anger,0.75
despise,anger,0.75
pandemic,sad,0.75
horror,anger,0.75
revolting,anger,0.75
offend,anger,0.75
regretful,sad,0.75
doomsday,sad,0.75
desperation,sad,0.75
condemnation,sad,0.754
ghostly,fear,0.754
snarl,anger,0.754
destroyed,fear,0.754
depress,sad,0.755
giddy,happy,0.757
outburst,anger,0.757
christmastime,happy,0.757
cruel,anger,0.758
rant,anger,0.758
soangry,anger,0.758
deadly,anger,0.758
smash,anger,0.758
approval,happy,0.758
reputable,happy,0.758
moral,happy,0.758
trusts,happy,0.758
love,happy,0.758
safekeeping,happy,0.758
miracles,happy,0.758
reliability,happy,0.758
moribund,sad,0.758
disaster,sad,0.758
canker,disgust,0.758
infectious,disgust,0.758
cruelty,disgust,0.758
evil,disgust,0.758
mucous,disgust,0.758
perversion,disgust,0.758
slum,disgust,0.758
phlegm,disgust,0.758
painfully,sad,0.758
overwhelming,surprise,0.758
unpredictable,surprise,0.758
dumfound,surprise,0.758
stupefy,surprise,0.758
dissection,disgust,0.759
nightmares,fear,0.759
compassion,happy,0.759
shittest,anger,0.76
positive,happy,0.761
hyperventilating,fear,0.762
contemptible,anger,0.764
claustrophobic,fear,0.765
anarchist,anger,0.765
devastation,anger,0.765
resent,anger,0.765
firestorm,anger,0.765
orgasm,happy,0.765
delight,happy,0.765
party,happy,0.765
tumor,fear,0.766
die,fear,0.766
diseased,sad,0.766
slayer,sad,0.766
fatality,sad,0.766
leprosy,fear,0.766
cuddling,happy,0.766
sosweet,happy,0.766
goodfeeling,happy,0.766
amused,happy,0.766
christmasspirit,happy,0.766
smiles,happy,0.766
lifeisgood,happy,0.766
thebest,happy,0.766
dismemberment,sad,0.766
doomed,sad,0.766
destitute,sad,0.766
loneliness,sad,0.766
fearful,sad,0.766
scary,fear,0.766
cemetery,sad,0.766
abortion,sad,0.766
condolence,sad,0.766
authentication,happy,0.766
respected,happy,0.766
qualified,happy,0.766
revulsion,disgust,0.766
shipwreck,fear,0.766
ohshit,fear,0.766
riot,fear,0.766
violation,fear,0.766
dangerously,fear,0.766
hazardous,fear,0.766
obliterate,fear,0.766
reprisal,fear,0.766
